Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Clyde Raymond Leuchtag,DEM George Barnstone,Totals
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0732,791,449,1240,1943,63.82%,703,458,1161
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0733,55,25,80,303,26.40%,25,52,77
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0734,2307,556,2863,4294,66.67%,1817,926,2743
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0735,157,61,218,251,86.85%,113,95,208
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0736,14,3,17,42,40.48%,0,13,13
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0737,21,6,27,56,48.21%,19,8,27
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0738,435,214,649,1497,43.35%,98,533,631
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0739,978,440,1418,2971,47.73%,590,758,1348
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0740,280,169,449,1005,44.68%,220,201,421
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0741,923,262,1185,1895,62.53%,279,836,1115
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0742,1532,498,2030,2859,71.00%,1238,700,1938
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0743,54,60,114,234,48.72%,37,68,105
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0744,1009,444,1453,2103,69.09%,832,539,1371
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0745,1213,446,1659,2543,65.24%,989,585,1574
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0746,244,121,365,732,49.86%,166,170,336
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0747,1746,693,2439,4096,59.55%,1023,1310,2333
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0748,563,245,808,1556,51.93%,373,400,773
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Clyde Raymond Leuchtag,DEM George Barnstone,Totals
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0749,115,1,116,432,26.85%,15,94,109
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0750,294,122,416,809,51.42%,221,167,388
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0751,2931,1013,3944,5893,66.93%,2333,1436,3769
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0752,659,227,886,1484,59.70%,573,268,841
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0753,258,53,311,512,60.74%,116,178,294
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0754,386,262,648,1590,40.75%,33,595,628
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0755,1782,955,2737,5015,54.58%,879,1706,2585
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0756,687,309,996,1723,57.81%,304,638,942
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0757,1867,601,2468,4792,51.50%,382,2002,2384
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0758,2104,595,2699,3803,70.97%,2016,557,2573
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0759,1389,375,1764,2779,63.48%,993,686,1679
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0760,1219,268,1487,2162,68.78%,1199,228,1427
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0761,1088,167,1255,1598,78.54%,874,313,1187
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0762,924,303,1227,1828,67.12%,537,631,1168
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0763,370,264,634,1249,50.76%,180,415,595
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0764,2472,677,3149,4827,65.24%,1837,1163,3000
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0765,2051,874,2925,5742,50.94%,774,2031,2805
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0766,126,59,185,428,43.22%,29,133,162
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0767,31,15,46,92,50.00%,22,22,44
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0768,1479,387,1866,2643,70.60%,1418,363,1781
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0769,85,14,99,184,53.80%,6,91,97
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0770,103,42,145,388,37.37%,45,94,139
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0771,572,210,782,1588,49.24%,322,422,744
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0772,2805,477,3282,4606,71.25%,2391,742,3133
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0773,1693,638,2331,4414,52.81%,552,1618,2170
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0774,150,66,216,426,50.70%,51,160,211
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0775,50,1,51,102,50.00%,1,49,50
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0776,1432,538,1970,3276,60.13%,1089,791,1880
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0777,201,105,306,767,39.90%,73,222,295
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0778,0,3,3,0,0.00%,0,3,3
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0779,263,160,423,1019,41.51%,93,293,386
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0780,170,130,300,666,45.05%,91,185,276
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0781,1235,612,1847,3782,48.84%,550,1144,1694
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0782,1048,368,1416,2355,60.13%,817,517,1334
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Clyde Raymond Leuchtag,DEM George Barnstone,Totals
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0783,197,90,287,520,55.19%,21,254,275
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0784,408,119,527,1062,49.62%,18,491,509
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0785,1229,357,1586,1896,83.65%,807,707,1514
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0786,396,177,573,1258,45.55%,162,377,539
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0787,180,83,263,542,48.52%,76,168,244
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0788,2,0,2,13,15.38%,1,1,2
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0789,1377,420,1797,2998,59.94%,1021,703,1724
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0790,1143,329,1472,2523,58.34%,484,925,1409
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0791,9,3,12,29,41.38%,2,10,12
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0792,648,415,1063,1954,54.40%,243,762,1005
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0793,984,416,1400,2620,53.44%,692,631,1323
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0794,626,411,1037,3208,32.33%,97,903,1000
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0795,396,2,398,1281,31.07%,112,255,367
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0796,1371,465,1836,3041,60.37%,742,1031,1773
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0797,0,0,0,0,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0798,222,142,364,521,69.87%,127,214,341
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0799,58,26,84,171,49.12%,13,70,83
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0800,1934,730,2664,4216,63.19%,1576,961,2537
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0801,90,44,134,261,51.34%,35,92,127
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0802,54,21,75,224,33.48%,18,53,71
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0803,2665,547,3212,4514,71.16%,2168,902,3070
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0804,2703,682,3385,5303,63.83%,1739,1510,3249
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0805,1597,454,2051,2874,71.36%,1567,394,1961
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0806,1001,324,1325,1889,70.14%,790,483,1273
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0807,792,349,1141,2163,52.75%,195,909,1104
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0808,142,57,199,232,85.78%,73,112,185
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0809,19,7,26,98,26.53%,12,13,25
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0810,47,31,78,197,39.59%,9,60,69
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0811,82,68,150,277,54.15%,31,113,144
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0812,0,0,0,0,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0813,1742,434,2176,3488,62.39%,928,1166,2094
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0814,1968,827,2795,5483,50.98%,537,2155,2692
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0815,0,0,0,0,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0816,23,10,33,64,51.56%,4,27,31
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Clyde Raymond Leuchtag,DEM George Barnstone,Totals
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0817,2787,550,3337,4700,71.00%,2299,925,3224
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0818,208,104,312,737,42.33%,64,234,298
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0819,108,31,139,228,60.96%,70,56,126
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0820,0,0,0,0,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0821,362,188,550,1295,42.47%,69,452,521
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0822,571,185,756,1574,48.03%,28,697,725
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0823,1339,410,1749,3017,57.97%,904,766,1670
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0824,1057,410,1467,2762,53.11%,305,1106,1411
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0825,9,7,16,21,76.19%,3,12,15
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0826,177,70,247,355,69.58%,127,95,222
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0827,218,234,452,1042,43.38%,137,300,437
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0828,1174,281,1455,1965,74.05%,1103,279,1382
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0829,101,19,120,235,51.06%,34,79,113
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0830,2,2,4,2,200.00%,4,0,4
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0831,8,5,13,36,36.11%,6,6,12
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0832,124,50,174,364,47.80%,43,121,164
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0833,3,2,5,20,25.00%,1,4,5
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0834,142,61,203,388,52.32%,20,180,200
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0835,87,71,158,311,50.80%,36,114,150
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0836,128,0,128,248,51.61%,9,108,117
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0837,0,0,0,0,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0838,0,0,0,0,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0839,419,174,593,1190,49.83%,128,440,568
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0840,829,228,1057,1780,59.38%,339,667,1006
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0841,1473,475,1948,3431,56.78%,431,1452,1883
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0842,1338,513,1851,3390,54.60%,685,1063,1748
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0843,595,298,893,1387,64.38%,160,693,853
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0844,4,0,4,10,40.00%,0,4,4
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0845,151,13,164,218,75.23%,101,55,156
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0846,51,22,83,229,36.24%,2,80,82
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0847,993,330,1323,2310,57.27%,336,929,1265
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0848,1011,201,1212,1875,64.64%,366,781,1147
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0849,731,455,1186,2272,52.20%,293,799,1092
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0850,129,19,148,208,71.15%,56,84,140
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Clyde Raymond Leuchtag,DEM George Barnstone,Totals
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0851,1885,441,2326,3597,64.66%,1493,723,2216
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0852,0,0,0,1,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0853,1637,487,2124,2986,71.13%,1547,489,2036
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0854,40,19,59,175,33.71%,8,49,57
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0855,7,2,9,21,42.86%,4,4,8
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0856,0,3,3,0,0.00%,0,1,1
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0857,0,0,0,1,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0858,121,35,156,334,46.71%,7,140,147
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0859,391,143,534,945,56.51%,111,398,509
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0860,1,1,2,0,0.00%,0,2,2
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0861,777,272,1049,1941,54.04%,160,853,1013
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0862,1989,508,2497,3739,66.78%,1434,965,2399
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0863,192,64,256,581,44.06%,15,233,248
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0864,693,574,1267,2708,46.79%,263,924,1187
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0865,9,2,11,21,52.38%,1,10,11
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0866,0,0,0,0,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0867,0,0,0,0,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0868,736,495,1231,2446,50.33%,299,867,1166
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0869,165,55,220,480,45.83%,33,181,214
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0870,0,2,2,0,0.00%,1,1,2
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0871,2,1,3,3,100.00%,1,2,3
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0872,16,6,22,68,32.35%,12,10,22
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0873,296,111,407,778,52.31%,94,301,395
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0874,1681,670,2351,3294,71.37%,1662,581,2243
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0875,1947,501,2448,3592,68.15%,1116,1235,2351
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0876,1945,577,2522,3485,72.37%,1732,686,2418
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0877,1803,528,2331,3651,63.85%,865,1383,2248
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0878,685,110,795,1039,76.52%,626,134,760
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0879,1215,413,1628,2843,57.26%,655,902,1557
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0880,1354,471,1825,2467,73.98%,1354,400,1754
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0881,2465,927,3392,5638,60.16%,864,2411,3275
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0882,1952,595,2547,4317,59.00%,739,1688,2427
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0883,2252,928,3180,5613,56.65%,532,2520,3052
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0884,149,55,204,396,51.52%,29,170,199
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Clyde Raymond Leuchtag,DEM George Barnstone,Totals
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0885,1570,323,1893,2811,67.34%,1031,792,1823
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0886,495,152,647,906,71.41,%,347,243,590
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0887,234,95,329,492,66.87%,175,122,297
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0888,817,289,1106,1867,59.24%,345,714,1059
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0889,113,28,141,238,59.24%,38,94,132
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0890,445,98,543,1214,44.73%,222,279,501
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0891,753,194,947,1376,68.82%,352,538,890
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0892,420,123,543,900,60.33%,187,315,502
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0893,1,4,5,9,55.56%,2,3,5
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0894,801,305,1106,2087,52.99%,151,914,1065
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0895,41,7,252,669,834,80.22%,299,309,608
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0896,838,254,1092,1467,74.44%,405,624,1029
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0897,812,365,1177,1766,66.65%,616,499,1115
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0898,792,301,1093,1821,60.02%,426,631,1057
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0899,745,165,911,1264,72.07%,560,325,885
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0900,7,0,7,12,58.33%,1,6,7
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0901,0,0,0,0,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0902,1310,361,1671,2217,75.37%,855,687,1542
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0903,1314,354,1668,2558,65.21%,1195,409,1604
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0904,2,0,2,8,25.00%,1,1,2
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0905,390,136,526,946,55.60%,188,315,503
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0906,19,3,22,28,78.57%,13,9,22
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0907,53,37,90,201,44.78%,8,80,88
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0908,0,0,0,0,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0909,7,1,8,21,38.10%,2,5,7
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0910,78,37,115,236,48.73%,37,68,105
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0911,237,63,300,576,52.08%,190,103,293
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0912,712,167,879,1341,65.55%,498,334,832
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0913,102,12,114,241,47.30%,19,91,110
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0914,42,0,42,124,33.87%,10,31,41
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0915,0,0,0,0,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0916,1472,308,1780,2205,80.73%,1330,368,1698
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0917,33,9,42,147,28.57%,4,33,37
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0918,3,1,4,7,57.14%,1,3,4
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Clyde Raymond Leuchtag,DEM George Barnstone,Totals
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0919,1,0,1,1,100.00%,0,1,1
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0920,41,13,54,79,68.35%,32,20,52
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0921,27,6,33,61,54.10%,6,26,32
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0922,0,0,0,0,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0923,2331,350,2681,3536,75.82%,1982,629,2611
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0924,0,0,0,0,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0925,0,0,0,0,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0926,550,149,699,967,72.29%,462,201,663
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0927,966,173,1139,1771,64.31%,570,487,1057
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0928,4,1,5,7,71.43%,0,5,5
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0929,0,0,0,0,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0930,217,83,300,606,49.50%,14,273,287
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0931,67,28,115,141,81.56%,48,56,104
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0932,0,1,1,0,0.00%,0,1,1
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0933,297,93,390,668,58.38%,125,251,376
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0934,9,4,13,37,35.14%,8,5,13
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0935,12,9,21,55,38.18%,8,12,20
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0936,23,9,32,76,42.11%,6,22,28
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0937,0,0,0,0,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0938,72,19,91,255,35.69%,29,61,90
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0939,1,1,2,4,50.00%,1,1,2
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0940,9,3,12,28,42.86%,1,11,12
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0941,264,144,428,870,49.20%,200,200,400
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0942,102,16,118,152,77.63%,82,34,116
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0943,192,28,220,774,28.42%,48,158,206
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0944,1,0,1,1,100.00%,0,1,1
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0945,6,6,14,21,66.67%,3,10,13
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0946,4,2,6,14,42.86%,1,5,6
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0947,426,198,626,820,76.34%,310,268,578
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0948,0,0,0,1,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0949,64,61,145,210,69.05%,68,68,136
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0950,0,0,0,0,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0951,114,62,176,304,57.89%,40,125,165
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0952,32,15,47,65,72.31%,30,15,45
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Clyde Raymond Leuchtag,DEM George Barnstone,Totals
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0953,4,0,4,8,50.00%,0,4,4
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0954,0,0,0,0,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0955,3528,572,4100,5108,80.27%,2852,1058,3910
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0956,0,0,0,0,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0957,282,39,321,585,54.87%,35,273,308
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0958,430,231,661,1202,54.99%,118,512,630
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0959,0,0,0,0,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0960,829,235,1064,1471,72.33%,224,803,1027
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0961,820,318,1138,2369,48.04%,173,917,1090
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0962,33,12,45,88,51.14%,9,32,41
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0963,225,91,316,528,59.85%,122,173,295
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0964,2145,325,2470,3179,77.70%,1391,976,2367
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0965,101,35,136,345,39.42%,87,42,129
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0966,368,189,557,1332,41.82%,129,389,518
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0967,82,24,106,186,56.99%,37,64,101
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0968,455,127,582,906,64.24%,118,445,563
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0969,299,71,370,624,59.29%,16,344,360
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0970,223,102,325,810,40.12%,30,273,303
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0971,0,0,0,0,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0972,0,0,0,0,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0973,504,138,642,999,64.26%,412,197,609
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0974,0,1,1,0,0.00%,1,0,1
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0975,104,26,130,190,68.42%,58,62,120
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0976,190,152,342,712,48.03%,158,160,318
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0977,160,108,268,617,43.44%,91,167,258
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0978,0,0,0,0,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0979,0,0,0,0,0.00%,0,0,0
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0980,686,333,1019,1412,72.17%,699,257,956
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0981,12,2,14,31,45.16%,0,13,13
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0982,1898,501,2399,2916,82.27%,1773,525,2298
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0983,65,17,82,198,41.41,%,42,38,80
"Judge, County Civil Court at Law No. 1 (Unexpired Term)",0984,76,57,133,341,39.00%,10,121,131
